Request Text,Response Policy
"Give service account cloud-agent@data-project.iam.gserviceaccount.com the Resourcemanager Folderadmin role (roles/resourcemanager.folderAdmin) so they can perform Resourcemanager Folderadmin operations","{
  """"bindings"""": [
    {
      """"role"""": """"roles/resourcemanager.folderAdmin"""",
      """"members"""": [
        """"service_account:cloud-agent@data-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"The user bucket-operator@example.com requires access to {role_name1}, {role_name2}, and {role_name3}. This access should expire on {expiration_date}","{
  """"bindings"""": [
    {
      """"role"""": """"roles/cloudsql.viewer"""",
      """"members"""": [
        """"user:bucket-operator@example.com""""
      ]
    },
    {
      """"role"""": """"roles/logging.viewer"""",
      """"members"""": [
        """"user:bucket-operator@example.com""""
      ]
    }
  ]
}"
"The group network-team@example.com requires access to {role_name1}, {role_name2}, and {role_name3}. This access should expire on {expiration_date}","{
  """"bindings"""": [
    {
      """"role"""": """"roles/compute.instanceAdmin"""",
      """"members"""": [
        """"group:network-team@example.com""""
      ]
    },
    {
      """"role"""": """"roles/owner"""",
      """"members"""": [
        """"group:network-team@example.com""""
      ]
    },
    {
      """"role"""": """"roles/iam.securityReviewer"""",
      """"members"""": [
        """"group:network-team@example.com""""
      ]
    }
  ]
}"
"For our development environment, {member_type1} {member1} needs {role_name1}, and {member_type2} {member2} needs {role_name2}. Both should expire on {expiration_date}","{
  """"bindings"""": [
    {
      """"role"""": """"roles/dataflow.admin"""",
      """"members"""": [
        """"service_account:keyring-manager@gke-project.iam.gserviceaccount.com""""
      ]
    },
    {
      """"role"""": """"roles/container.viewer"""",
      """"members"""": [
        """"service_account:keyring-manager@gke-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"I need a policy for service account database-operator@prod-project.iam.gserviceaccount.com to have Compute Instanceadmin and service account cloud-agent@gke-project.iam.gserviceaccount.com to have Custom Role. The first role should expire on {expiration_date1}, and the second on {expiration_date2}","{
  """"bindings"""": [
    {
      """"role"""": """"roles/compute.instanceAdmin"""",
      """"members"""": [
        """"service_account:database-operator@prod-project.iam.gserviceaccount.com"""",
        """"service_account:cloud-agent@gke-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"Our network administration team, represented by user cloud-admin@example.com, needs {role_name1} and {role_name2} roles across all projects within the organization","{
  """"bindings"""": [
    {
      """"role"""": """"roles/cloudsql.admin"""",
      """"members"""": [
        """"user:cloud-admin@example.com""""
      ]
    },
    {
      """"role"""": """"roles/iam.securityReviewer"""",
      """"members"""": [
        """"user:cloud-admin@example.com""""
      ]
    },
    {
      """"role"""": """"roles/cloudfunctions.viewer"""",
      """"members"""": [
        """"user:cloud-admin@example.com""""
      ]
    }
  ]
}"
"I need a policy for service account cloud-service@my-project.iam.gserviceaccount.com to have Dataflow Developer and user ops-admin@my-org.com to have Container Admin. The first role should expire on {expiration_date1}, and the second on {expiration_date2}","{
  """"bindings"""": [
    {
      """"role"""": """"roles/dataflow.developer"""",
      """"members"""": [
        """"service_account:cloud-service@my-project.iam.gserviceaccount.com""""
      ]
    },
    {
      """"role"""": """"roles/container.admin"""",
      """"members"""": [
        """"user:ops-admin@my-org.com""""
      ]
    }
  ]
}"
"For our data analytics platform, user admin-admin@my-org.com needs Aiplatform User, and service account cloud-service@analytics-project.iam.gserviceaccount.com needs Custom Role. Both should expire on {expiration_date}","{
  """"bindings"""": [
    {
      """"role"""": """"roles/aiplatform.user"""",
      """"members"""": [
        """"user:admin-admin@my-org.com"""",
        """"service_account:cloud-service@analytics-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"For our cloud infrastructure, {member_type1} {member1} needs {role_name1}, and {member_type2} {member2} needs {role_name2}. Both should expire on 2027-04-07","{
  """"bindings"""": [
    {
      """"role"""": """"roles/storage.admin"""",
      """"members"""": [
        """"user:cloud-admin@my-org.com""""
      ],
      """"condition"""": {
        """"title"""": """"Expiration Condition"""",
        """"description"""": """"Expires on 2027-04-07"""",
        """"expression"""": """"request.time < timestamp('2027-04-08T00:00:00.000Z')""""
      }
    }
  ]
}"
"Grant service account bucket-operator@ai-project.iam.gserviceaccount.com the Container Viewer role, and also give group dev-team@my-org.com the Resourcemanager Projectcreator role","{
  """"bindings"""": [
    {
      """"role"""": """"roles/container.viewer"""",
      """"members"""": [
        """"service_account:bucket-operator@ai-project.iam.gserviceaccount.com""""
      ]
    },
    {
      """"role"""": """"roles/resourcemanager.projectCreator"""",
      """"members"""": [
        """"group:dev-team@my-org.com""""
      ]
    }
  ]
}"
"Give group ops-team@my-org.com the Run Viewer role (roles/run.viewer) so they can perform Run Viewer operations","{
  """"bindings"""": [
    {
      """"role"""": """"roles/run.viewer"""",
      """"members"""": [
        """"group:ops-team@my-org.com""""
      ]
    }
  ]
}"
"Our cloud architecture team, represented by user network-team@example.com, needs {role_name1} and {role_name2} roles across all projects within the organization","{
  """"bindings"""": [
    {
      """"role"""": """"roles/resourcemanager.projectCreator"""",
      """"members"""": [
        """"user:network-team@example.com""""
      ]
    },
    {
      """"role"""": """"roles/monitoring.viewer"""",
      """"members"""": [
        """"user:network-team@example.com""""
      ]
    }
  ]
}"
"I need a policy that allows service account data-service@my-project.iam.gserviceaccount.com to perform Cloudsql Editor operations in the project analytics-project","{
  """"bindings"""": [
    {
      """"role"""": """"roles/cloudsql.editor"""",
      """"members"""": [
        """"service_account:data-service@my-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"Create a policy where group network-team@example.com and user cluster-operator@example.com both have the Monitoring Viewer role","{
  """"bindings"""": [
    {
      """"role"""": """"roles/monitoring.viewer"""",
      """"members"""": [
        """"group:network-team@example.com"""",
        """"user:cluster-operator@example.com"""",
        """"service_account:cloud-agent@data-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"I want a policy such that service account ml-sa@my-project.iam.gserviceaccount.com has the role roles/logging.logWriter. Make this access expire on 2025-09-10","{
  """"bindings"""": [
    {
      """"role"""": """"roles/logging.logWriter"""",
      """"members"""": [
        """"service_account:ml-sa@my-project.iam.gserviceaccount.com""""
      ],
      """"condition"""": {
        """"title"""": """"Expiration Condition"""",
        """"description"""": """"Expires on 2025-09-10"""",
        """"expression"""": """"request.time < timestamp('2025-09-11T00:00:00.000Z')""""
      }
    }
  ]
}"
"The service account cluster-admin@gke-project.iam.gserviceaccount.com needs Editor to edit resources. This access should expire on 2027-07-02","{
  """"bindings"""": [
    {
      """"role"""": """"roles/editor"""",
      """"members"""": [
        """"service_account:cluster-admin@gke-project.iam.gserviceaccount.com""""
      ],
      """"condition"""": {
        """"title"""": """"Expiration Condition"""",
        """"description"""": """"Expires on 2027-07-02"""",
        """"expression"""": """"request.time < timestamp('2027-07-03T00:00:00.000Z')""""
      }
    }
  ]
}"
"I need a policy for {member_type1} {member1} to have {role_name1} and {member_type2} {member2} to have {role_name2}. The first role should expire on {expiration_date1}, and the second on {expiration_date2}","{
  """"bindings"""": [
    {
      """"role"""": """"roles/aiplatform.user"""",
      """"members"""": [
        """"service_account:cluster-operator@dev-project.iam.gserviceaccount.com""""
      ]
    },
    {
      """"role"""": """"roles/cloudfunctions.developer"""",
      """"members"""": [
        """"service_account:cluster-operator@dev-project.iam.gserviceaccount.com""""
      ]
    },
    {
      """"role"""": """"roles/dataflow.viewer"""",
      """"members"""": [
        """"service_account:cluster-operator@dev-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"Generate a policy binding that will grant service account (app-agent@ai-project.iam.gserviceaccount.com) with the Aiplatform User role","{
  """"bindings"""": [
    {
      """"role"""": """"roles/aiplatform.user"""",
      """"members"""": [
        """"service_account:app-agent@ai-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"I need a policy for user data-ops@example.com to have Run Admin and service account ops-sa@gke-project.iam.gserviceaccount.com to have Custom Role. The first role should expire on {expiration_date1}, and the second on {expiration_date2}","{
  """"bindings"""": [
    {
      """"role"""": """"roles/run.admin"""",
      """"members"""": [
        """"user:data-ops@example.com"""",
        """"service_account:ops-sa@gke-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"For our AI testing platform, service account cloud-agent@data-project.iam.gserviceaccount.com needs Cloudfunctions Viewer, and group admin-team@example.com needs Custom Role. Both should expire on {expiration_date}","{
  """"bindings"""": [
    {
      """"role"""": """"roles/cloudfunctions.viewer"""",
      """"members"""": [
        """"service_account:cloud-agent@data-project.iam.gserviceaccount.com"""",
        """"group:admin-team@example.com"""",
        """"service_account:cloud-service@monitoring-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"I need a policy for {member_type1} {member1} to have {role_name1} and {member_type2} {member2} to have {role_name2}. The first role should expire on {expiration_date1}, and the second on {expiration_date2}","{
  """"bindings"""": [
    {
      """"role"""": """"roles/viewer"""",
      """"members"""": [
        """"service_account:keyring-manager@dev-project.iam.gserviceaccount.com""""
      ]
    },
    {
      """"role"""": """"roles/secretmanager.secretVersionManager"""",
      """"members"""": [
        """"service_account:keyring-manager@dev-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"I need a policy for user database-operator@example.com to have Appengine Deployer access, with expiration on 2027-02-17","{
  """"bindings"""": [
    {
      """"role"""": """"roles/appengine.deployer"""",
      """"members"""": [
        """"user:database-operator@example.com""""
      ],
      """"condition"""": {
        """"title"""": """"Expiration Condition"""",
        """"description"""": """"Expires on 2027-02-17"""",
        """"expression"""": """"request.time < timestamp('2027-02-18T00:00:00.000Z')""""
      }
    }
  ]
}"
"The group admin-team@cloud.google.com needs Compute Instanceadmin to manage compute instances. This access should expire on 2026-08-03","{
  """"bindings"""": [
    {
      """"role"""": """"roles/compute.instanceAdmin"""",
      """"members"""": [
        """"group:admin-team@cloud.google.com""""
      ],
      """"condition"""": {
        """"title"""": """"Expiration Condition"""",
        """"description"""": """"Expires on 2026-08-03"""",
        """"expression"""": """"request.time < timestamp('2026-08-04T00:00:00.000Z')""""
      }
    }
  ]
}"
"Grant user data-admin@example.com the Cloudsql Admin role for project my-project, expiring on {expiration_date}","{
  """"bindings"""": [
    {
      """"role"""": """"roles/cloudsql.admin"""",
      """"members"""": [
        """"user:data-admin@example.com""""
      ]
    }
  ]
}"
"Grant group monitoring-team@example.com the Container Admin role, and also give group security-team@example.com the Compute Storageadmin role","{
  """"bindings"""": [
    {
      """"role"""": """"roles/compute.storageAdmin"""",
      """"members"""": [
        """"group:monitoring-team@example.com"""",
        """"group:security-team@example.com""""
      ]
    }
  ]
}"
"Generate a policy binding that will grant group (dev-team@my-org.com) with the Logging Admin role","{
  """"bindings"""": [
    {
      """"role"""": """"roles/logging.admin"""",
      """"members"""": [
        """"group:dev-team@my-org.com""""
      ]
    }
  ]
}"
"I need a policy that allows service account app-processor@monitoring-project.iam.gserviceaccount.com to administer Kubernetes clusters in the project my-project","{
  """"bindings"""": [
    {
      """"role"""": """"roles/container.admin"""",
      """"members"""": [
        """"service_account:app-processor@monitoring-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"I need a policy that allows service account app-processor@dev-project.iam.gserviceaccount.com to have both {role_name1} and {role_name2} roles","{
  """"bindings"""": [
    {
      """"role"""": """"roles/bigquery.jobUser"""",
      """"members"""": [
        """"service_account:app-processor@dev-project.iam.gserviceaccount.com"""",
        """"user:monitoring-user@example.com"""",
        """"group:dev-team@example.com""""
      ]
    }
  ]
}"
"The group dev-team@cloud.google.com needs Dataflow Admin to perform Dataflow Admin operations. This access should expire on 2027-01-04","{
  """"bindings"""": [
    {
      """"role"""": """"roles/dataflow.admin"""",
      """"members"""": [
        """"group:dev-team@cloud.google.com""""
      ],
      """"condition"""": {
        """"title"""": """"Expiration Condition"""",
        """"description"""": """"Expires on 2027-01-04"""",
        """"expression"""": """"request.time < timestamp('2027-01-05T00:00:00.000Z')""""
      }
    }
  ]
}"
"Our application development team, represented by service account dev-sa@analytics-project.iam.gserviceaccount.com, needs {role_name1} and {role_name2} roles across all projects within the organization","{
  """"bindings"""": [
    {
      """"role"""": """"roles/cloudsql.viewer"""",
      """"members"""": [
        """"service_account:dev-sa@analytics-project.iam.gserviceaccount.com""""
      ]
    },
    {
      """"role"""": """"roles/aiplatform.modelUser"""",
      """"members"""": [
        """"service_account:dev-sa@analytics-project.iam.gserviceaccount.com""""
      ]
    },
    {
      """"role"""": """"roles/monitoring.viewer"""",
      """"members"""": [
        """"service_account:dev-sa@analytics-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"Create a policy that grants service account cluster-admin@dev-project.iam.gserviceaccount.com access to roles/run.viewer","{
  """"bindings"""": [
    {
      """"role"""": """"roles/run.viewer"""",
      """"members"""": [
        """"service_account:cluster-admin@dev-project.iam.gserviceaccount.com""""
      ],
      """"condition"""": {
        """"title"""": """"Expiration Condition"""",
        """"description"""": """"Expires on 2026-07-01"""",
        """"expression"""": """"request.time < timestamp('2026-07-02T00:00:00.000Z')""""
      }
    }
  ]
}"
"I need a policy for service account ml-sa@monitoring-project.iam.gserviceaccount.com to have Dataflow Viewer and user ops-team@my-org.com to have Custom Role. The first role should expire on {expiration_date1}, and the second on {expiration_date2}","{
  """"bindings"""": [
    {
      """"role"""": """"roles/dataflow.viewer"""",
      """"members"""": [
        """"service_account:ml-sa@monitoring-project.iam.gserviceaccount.com"""",
        """"user:ops-team@my-org.com""""
      ]
    }
  ]
}"
"Create a policy where user keyring-operator@example.com has the Cloudfunctions Admin role","{
  """"bindings"""": [
    {
      """"role"""": """"roles/cloudfunctions.admin"""",
      """"members"""": [
        """"user:keyring-operator@example.com""""
      ]
    }
  ]
}"
"Generate a policy binding that will grant service account (keyring-admin@prod-project.iam.gserviceaccount.com) with the Cloudfunctions Developer role","{
  """"bindings"""": [
    {
      """"role"""": """"roles/cloudfunctions.developer"""",
      """"members"""": [
        """"service_account:keyring-admin@prod-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"The user ml-team@my-org.com requires access to {role_name1}, {role_name2}, and {role_name3}. This access should expire on {expiration_date}","{
  """"bindings"""": [
    {
      """"role"""": """"roles/iam.securityReviewer"""",
      """"members"""": [
        """"user:ml-team@my-org.com"""",
        """"user:security-admin@example.com"""",
        """"service_account:ml-sa@dev-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"Create a policy where {member_type1} {member1} and {member_type2} {member2} both have the Compute Networkadmin role","{
  """"bindings"""": [
    {
      """"role"""": """"roles/compute.networkAdmin"""",
      """"members"""": [
        """"service_account:instance-admin@data-project.iam.gserviceaccount.com""""
      ]
    },
    {
      """"role"""": """"roles/logging.viewer"""",
      """"members"""": [
        """"service_account:instance-admin@data-project.iam.gserviceaccount.com""""
      ]
    },
    {
      """"role"""": """"roles/viewer"""",
      """"members"""": [
        """"service_account:instance-admin@data-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"Create a policy where user ops-team@example.com has the Storage Objectadmin role","{
  """"bindings"""": [
    {
      """"role"""": """"roles/storage.objectAdmin"""",
      """"members"""": [
        """"user:ops-team@example.com""""
      ]
    }
  ]
}"
"The service account monitoring-sa@analytics-project.iam.gserviceaccount.com needs Monitoring Viewer to perform Monitoring Viewer operations. This access should expire on 2026-05-04","{
  """"bindings"""": [
    {
      """"role"""": """"roles/monitoring.viewer"""",
      """"members"""": [
        """"service_account:monitoring-sa@analytics-project.iam.gserviceaccount.com""""
      ],
      """"condition"""": {
        """"title"""": """"Expiration Condition"""",
        """"description"""": """"Expires on 2026-05-04"""",
        """"expression"""": """"request.time < timestamp('2026-05-05T00:00:00.000Z')""""
      }
    }
  ]
}"
"For our data analytics platform, {member_type1} {member1} needs {role_name1}, and {member_type2} {member2} needs {role_name2}. Both should expire on {expiration_date}","{
  """"bindings"""": [
    {
      """"role"""": """"roles/container.admin"""",
      """"members"""": [
        """"service_account:network-sa@ai-project.iam.gserviceaccount.com""""
      ]
    },
    {
      """"role"""": """"roles/owner"""",
      """"members"""": [
        """"service_account:network-sa@ai-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"I need a policy that allows service account cluster-operator@dev-project.iam.gserviceaccount.com to have both {role_name1} and {role_name2} roles","{
  """"bindings"""": [
    {
      """"role"""": """"roles/run.admin"""",
      """"members"""": [
        """"service_account:cluster-operator@dev-project.iam.gserviceaccount.com""""
      ]
    },
    {
      """"role"""": """"roles/aiplatform.modelUser"""",
      """"members"""": [
        """"service_account:cluster-operator@dev-project.iam.gserviceaccount.com""""
      ]
    },
    {
      """"role"""": """"roles/resourcemanager.projectCreator"""",
      """"members"""": [
        """"service_account:cluster-operator@dev-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"I want a policy such that service account keyring-manager@prod-project.iam.gserviceaccount.com has the role roles/viewer. Make this access expire on 2026-11-13","{
  """"bindings"""": [
    {
      """"role"""": """"roles/viewer"""",
      """"members"""": [
        """"service_account:keyring-manager@prod-project.iam.gserviceaccount.com""""
      ],
      """"condition"""": {
        """"title"""": """"Expiration Condition"""",
        """"description"""": """"Expires on 2026-11-13"""",
        """"expression"""": """"request.time < timestamp('2026-11-14T00:00:00.000Z')""""
      }
    }
  ]
}"
"The service account keyring-manager@ai-project.iam.gserviceaccount.com requires access to {role_name1}, {role_name2}, and {role_name3}. This access should expire on {expiration_date}","{
  """"bindings"""": [
    {
      """"role"""": """"roles/cloudsql.admin"""",
      """"members"""": [
        """"service_account:keyring-manager@ai-project.iam.gserviceaccount.com"""",
        """"user:dev-user@cloud.google.com"""",
        """"group:ops-team@example.com""""
      ]
    }
  ]
}"
"The user function-operator@cloud.google.com requires access to {role_name1}, {role_name2}, and {role_name3}. This access should expire on {expiration_date}","{
  """"bindings"""": [
    {
      """"role"""": """"roles/dataflow.worker"""",
      """"members"""": [
        """"user:function-operator@cloud.google.com""""
      ]
    },
    {
      """"role"""": """"roles/iam.securityReviewer"""",
      """"members"""": [
        """"group:network-team@my-org.com""""
      ]
    },
    {
      """"role"""": """"roles/compute.viewer"""",
      """"members"""": [
        """"service_account:dev-sa@analytics-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"I want a policy such that service account app-service@monitoring-project.iam.gserviceaccount.com has the role roles/resourcemanager.folderAdmin. Make this access expire on 2027-07-02","{
  """"bindings"""": [
    {
      """"role"""": """"roles/resourcemanager.folderAdmin"""",
      """"members"""": [
        """"service_account:app-service@monitoring-project.iam.gserviceaccount.com""""
      ],
      """"condition"""": {
        """"title"""": """"Expiration Condition"""",
        """"description"""": """"Expires on 2027-07-02"""",
        """"expression"""": """"request.time < timestamp('2027-07-03T00:00:00.000Z')""""
      }
    }
  ]
}"
"Our cloud architecture team, represented by user monitoring-team@my-org.com, needs {role_name1} and {role_name2} roles across all projects within the organization","{
  """"bindings"""": [
    {
      """"role"""": """"roles/iam.securityReviewer"""",
      """"members"""": [
        """"user:monitoring-team@my-org.com""""
      ]
    },
    {
      """"role"""": """"roles/aiplatform.modelUser"""",
      """"members"""": [
        """"user:monitoring-team@my-org.com""""
      ]
    },
    {
      """"role"""": """"roles/run.invoker"""",
      """"members"""": [
        """"user:monitoring-team@my-org.com""""
      ]
    }
  ]
}"
"I need a policy for user monitoring-manager@cloud.google.com to have Monitoring Admin access, with expiration on 2027-05-30","{
  """"bindings"""": [
    {
      """"role"""": """"roles/monitoring.admin"""",
      """"members"""": [
        """"user:monitoring-manager@cloud.google.com""""
      ],
      """"condition"""": {
        """"title"""": """"Expiration Condition"""",
        """"description"""": """"Expires on 2027-05-30"""",
        """"expression"""": """"request.time < timestamp('2027-05-31T00:00:00.000Z')""""
      }
    }
  ]
}"
"Generate a policy binding that will grant user (keyring-operator@example.com) with the Resourcemanager Folderadmin role","{
  """"bindings"""": [
    {
      """"role"""": """"roles/resourcemanager.folderAdmin"""",
      """"members"""": [
        """"user:keyring-operator@example.com""""
      ]
    }
  ]
}"
"I need a policy for user ml-team@my-org.com to have Iam Securityreviewer access, with expiration on 2027-05-22","{
  """"bindings"""": [
    {
      """"role"""": """"roles/iam.securityReviewer"""",
      """"members"""": [
        """"user:ml-team@my-org.com""""
      ],
      """"condition"""": {
        """"title"""": """"Expiration Condition"""",
        """"description"""": """"Expires on 2027-05-22"""",
        """"expression"""": """"request.time < timestamp('2027-05-23T00:00:00.000Z')""""
      }
    }
  ]
}"
