"Create a policy binding that will grant the Logging Admin role to the user log.admin@example.com and the Monitoring Viewer role to the group devops@example.com","""bindings"": [\n  {\n    ""role"": ""roles/logging.admin"",\n    ""members"": [\n      ""user:log.admin@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/monitoring.viewer"",\n    ""members"": [\n      ""group:devops@example.com""\n    ]\n  }\n]"
"Create a policy binding to give the user alice@example.com the Editor role and the group developers@example.com the Viewer role","""bindings"": [\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""user:alice@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""group:developers@example.com""\n    ]\n  }\n]"
"Create a policy binding that gives read access to the Cloud Storage bucket for the user john.doe@example.com and the role of Storage Object Viewer.","""bindings"": [\n  {\n    ""role"": ""roles/storage.objectViewer"",\n    ""members"": [\n      ""user:john.doe@example.com""\n    ]\n  }\n]"
"Create a policy binding that will grant the role of viewer to the user with the email user@example.com and the role of editor to the group with the email group@example.com","""bindings"": [\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:user@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""group:group@example.com""\n    ]\n  }\n]"
"Create a policy binding that grants the Viewer role to the user with the email user@example.com and the Editor role to the user with the email editor@example.com.","""bindings"": [\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:user@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""user:editor@example.com""\n    ]\n  }\n]"
"Create a policy binding that allows the user john.doe@example.com to have viewer access and the user jane.smith@example.com to have editor access on the project.","""bindings"": [\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:john.doe@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""user:jane.smith@example.com""\n    ]\n  }\n]"
"Create a policy binding that grants the owner role to the user alice@example.com and the viewer role to the group dev-team@example.com","""bindings"": [\n  {\n    ""role"": ""roles/owner"",\n    ""members"": [\n      ""user:alice@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""group:dev-team@example.com""\n    ]\n  }\n]"
"Create a policy binding that grants the data analyst role to the user with email dataanalyst@example.com and the viewer role to the group with email analytics-team@example.com.","""bindings"": [\n  {\n    ""role"": ""roles/bigquery.dataViewer"",\n    ""members"": [\n      ""user:dataanalyst@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""group:analytics-team@example.com""\n    ]\n  }\n]"
"Create a policy binding that allows a specific user to manage Cloud Storage and view BigQuery data","""bindings"": [\n  {\n    ""role"": ""roles/storage.admin"",\n    ""members"": [\n      ""user:alice@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/bigquery.dataViewer"",\n    ""members"": [\n      ""user:alice@example.com""\n    ]\n  }\n]"
"Generate a policy binding that will grant the role of viewer to the user john.doe@example.com and the role of editor to the group dev-team@example.com.","""bindings"": [\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:john.doe@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""group:dev-team@example.com""\n    ]\n  }\n]"
"Create a policy binding that grants the role of Viewer to both the user and the group","""bindings"": [\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:alice@example.com"",\n      ""group:developers@example.com""\n    ]\n  }\n]"
"Create a policy binding that grants the editor role to a specific user and the viewer role to a group","""bindings"": [\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""user:user@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""group:developers@example.com""\n    ]\n  }\n]"
"Create a policy binding to grant the Data Scientist role to the user with email user@example.com and the Viewer role to the group admin@example.com.","""bindings"": [\n  {\n    ""role"": ""roles/bigquery.dataScientist"",\n    ""members"": [\n      ""user:user@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""group:admin@example.com""\n    ]\n  }\n]"
"Create a policy binding that grants the Viewer role to the user with email user@example.com and the Editor role to the user with email editor@example.com.","""bindings"": [\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:user@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""user:editor@example.com""\n    ]\n  }\n]"
"Create a policy binding to allow user john.doe@example.com the role of Viewer and user jane.smith@example.com the role of Editor for the project.","""bindings"": [\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:john.doe@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""user:jane.smith@example.com""\n    ]\n  }\n]"
"Create a policy binding that grants the Viewer role to user john.doe@example.com and the Editor role to user jane.smith@example.com.","""bindings"": [\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:john.doe@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""user:jane.smith@example.com""\n    ]\n  }\n]"
"Create a policy binding that grants the editor role to a specific user and a viewer role to a group of users.","""bindings"": [\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""user:alice@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""group:developers@example.com"",\n      ""group:designers@example.com""\n    ]\n  }\n]"
"Create a policy binding that assigns the Viewer role to the user with email user@example.com and the Editor role to the group with email dev-team@example.com.","""bindings"": [\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:user@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""group:dev-team@example.com""\n    ]\n  }\n]"
"Create a policy binding that will allow a specific user to manage storage buckets and view logs","""bindings"": [\n  {\n    ""role"": ""roles/storage.admin"",\n    ""members"": [\n      ""user:alice@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/logging.viewer"",\n    ""members"": [\n      ""user:alice@example.com""\n    ]\n  }\n]"
"Create a policy binding to allow a specific user to view logs and manage storage buckets","""bindings"": [\n  {\n    ""role"": ""roles/logging.viewer"",\n    ""members"": [\n      ""user:user@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/storage.admin"",\n    ""members"": [\n      ""user:user@example.com""\n    ]\n  }\n]"
"Generate a policy binding that grants the user john.doe@example.com the role of Viewer and the user jane.smith@example.com the role of Editor.","""bindings"": [\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:john.doe@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""user:jane.smith@example.com""\n    ]\n  }\n]"
"Create a policy binding that grants the role of viewer to the user john.doe@example.com and the role of editor to the group devs@example.com.","""bindings"": [\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:john.doe@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""group:devs@example.com""\n    ]\n  }\n]"
"Create a policy binding that grants the Editor role to the user with the email user@example.com and the Viewer role to the group admins@example.com.","""bindings"": [\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""user:user@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""group:admins@example.com""\n    ]\n  }\n]"
"Generate a policy binding that will grant the role of viewer to the user with email user@example.com and the role of editor to the group with email editors@example.com","""bindings"": [\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:user@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""group:editors@example.com""\n    ]\n  }\n]"
"Create a policy binding to allow the user john@example.com and the group devs@example.com to have the roles of viewer and editor on the project.","""bindings"": [\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:john@example.com"",\n      ""group:devs@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""user:john@example.com"",\n      ""group:devs@example.com""\n    ]\n  }\n]"
"Create a policy binding that grants the role of Viewer to the user with email user@example.com","""bindings"": [\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:user@example.com""\n    ]\n  }\n]"  
"Generate a policy binding to provide the Editor role to the group with email team@example.com and the Owner role to the user with email admin@example.com","""bindings"": [\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""group:team@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/owner"",\n    ""members"": [\n      ""user:admin@example.com""\n    ]\n  }\n]"  
"Create a policy binding that gives the Cloud Functions Developer role to the service account service@myproject.iam.gserviceaccount.com and the Pub/Sub Publisher role to the user with email publisher@example.com","""bindings"": [\n  {\n    ""role"": ""roles/cloudfunctions.developer"",\n    ""members"": [\n      ""serviceAccount:service@myproject.iam.gserviceaccount.com""\n    ]\n  },\n  {\n    ""role"": ""roles/pubsub.publisher"",\n    ""members"": [\n      ""user:publisher@example.com""\n    ]\n  }\n]"  
"Request a policy binding that allows the role of BigQuery Data Viewer for the user with email data_viewer@example.com and the role of BigQuery Job User for the group analysts@example.com","""bindings"": [\n  {\n    ""role"": ""roles/bigquery.dataViewer"",\n    ""members"": [\n      ""user:data_viewer@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/bigquery.jobUser"",\n    ""members"": [\n      ""group:analysts@example.com""\n    ]\n  }\n]"  
"Generate a policy binding that assigns the Storage Object Viewer role to the user with email storage_user@example.com and the Storage Admin role to the service account service@myproject.iam.gserviceaccount.com","""bindings"": [\n  {\n    ""role"": ""roles/storage.objectViewer"",\n    ""members"": [\n      ""user:storage_user@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/storage.admin"",\n    ""members"": [\n      ""serviceAccount:service@myproject.iam.gserviceaccount.com""\n    ]\n  }\n]"
"Create a policy binding to allow the user alice@example.com the roles of viewer and editor on the project","""bindings"": [\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:alice@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""user:alice@example.com""\n    ]\n  }\n]"
"Create a policy binding that grants the role of Viewer to the user with the email user@example.com and the role of Editor to the group with the email group@example.com.","""bindings"": [\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:user@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""group:group@example.com""\n    ]\n  }\n]"
"Create a policy binding that grants the Viewer role to user@example.com and the Editor role to editor@example.com","""bindings"": [\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:user@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""user:editor@example.com""\n    ]\n  }\n]"
"Create a policy binding to assign the Viewer role to a user and a group for project access","""bindings"": [\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:john.doe@example.com"",\n      ""group:example-group@example.com""\n    ]\n  }\n]"
"Create a policy binding to allow the user with email user1@example.com to have the roles of viewer and editor for the project","""bindings"": [\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:user1@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""user:user1@example.com""\n    ]\n  }\n]"
"Create a policy binding that grants the Editor role to user alice@example.com and the Viewer role to user bob@example.com.","""bindings"": [\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""user:alice@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:bob@example.com""\n    ]\n  }\n]"
"Create a policy binding to allow the user with email user1@example.com to have viewer access and the user with email user2@example.com to have editor access.","""bindings"": [\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:user1@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""user:user2@example.com""\n    ]\n  }\n]"
"Create a policy binding that grants the editor role to the user with the email user@example.com and the viewer role to the group with the email group@example.com.","""bindings"": [\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""user:user@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""group:group@example.com""\n    ]\n  }\n]"
"Grant the roles of Viewer and Editor to the user with email user@example.com","""bindings"": [\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:user@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""user:user@example.com""\n    ]\n  }\n]"
"Generate a policy binding to grant the role of viewer to a user and allow the user to access project resources","""bindings"": [\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:user@example.com""\n    ]\n  }\n]"  
"Create a policy binding that assigns the roles of storage.admin and compute.viewer to a specific user for managing cloud resources","""bindings"": [\n  {\n    ""role"": ""roles/storage.admin"",\n    ""members"": [\n      ""user:admin@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/compute.viewer"",\n    ""members"": [\n      ""user:admin@example.com""\n    ]\n  }\n]"  
"Establish a policy binding to give a group the role of editor for collaborative project work","""bindings"": [\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""group:team@example.com""\n    ]\n  }\n]"  
"Formulate a policy binding that allows a service account to have the roles of bigquery.user and bigquery.dataEditor","""bindings"": [\n  {\n    ""role"": ""roles/bigquery.user"",\n    ""members"": [\n      ""serviceAccount:service-account@example.iam.gserviceaccount.com""\n    ]\n  },\n  {\n    ""role"": ""roles/bigquery.dataEditor"",\n    ""members"": [\n      ""serviceAccount:service-account@example.iam.gserviceaccount.com""\n    ]\n  }\n]"  
"Request a policy binding that grants organization admin role to a specific user and allows them to manage all resources","""bindings"": [\n  {\n    ""role"": ""roles/owner"",\n    ""members"": [\n      ""user:admin@company.com""\n    ]\n  }\n]"
"Create a policy binding to allow the user alice@example.com to have the role of viewer on the project","""bindings"": [\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:alice@example.com""\n    ]\n  }\n]"  
"Grant the group team@example.com the roles of editor and storage admin on the dataset","""bindings"": [\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""group:team@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/storage.admin"",\n    ""members"": [\n      ""group:team@example.com""\n    ]\n  }\n]"  
"Allow the service account service@myproject.iam.gserviceaccount.com to act as both a compute instance admin and a storage object admin","""bindings"": [\n  {\n    ""role"": ""roles/compute.instanceAdmin.v1"",\n    ""members"": [\n      ""serviceAccount:service@myproject.iam.gserviceaccount.com""\n    ]\n  },\n  {\n    ""role"": ""roles/storage.objectAdmin"",\n    ""members"": [\n      ""serviceAccount:service@myproject.iam.gserviceaccount.com""\n    ]\n  }\n]"  
"Assign the role of bigquery.dataViewer to the user bob@example.com and the role of bigquery.user to the user charlie@example.com","""bindings"": [\n  {\n    ""role"": ""roles/bigquery.dataViewer"",\n    ""members"": [\n      ""user:bob@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/bigquery.user"",\n    ""members"": [\n      ""user:charlie@example.com""\n    ]\n  }\n]"  
"Give the user dave@example.com the role of logging.logWriter and the user eve@example.com the role of monitoring.viewer","""bindings"": [\n  {\n    ""role"": ""roles/logging.logWriter"",\n    ""members"": [\n      ""user:dave@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/monitoring.viewer"",\n    ""members"": [\n      ""user:eve@example.com""\n    ]\n  }\n]"
"Create a policy binding that grants the Viewer role to the team lead user and the Editor role to the development team group","""bindings"": [\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:teamlead@company.com""\n    ]\n  },\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""group:devteam@company.com""\n    ]\n  }\n]"
"Generate a policy binding that grants the role of Storage Object Viewer to the user with the email user@example.com","""bindings"": [\n  {\n    ""role"": ""roles/storage.objectViewer"",\n    ""members"": [\n      ""user:user@example.com""\n    ]\n  }\n]"  
"Create a policy binding that assigns the roles of Viewer and Editor to the group with the email team@example.com","""bindings"": [\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""group:team@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""group:team@example.com""\n    ]\n  }\n]"  
"Generate a policy binding that grants the roles of Compute Instance Admin and Viewer to the user with email admin@example.com and also the role of Logging Viewer to the user with email user@example.com","""bindings"": [\n  {\n    ""role"": ""roles/compute.instanceAdmin"",\n    ""members"": [\n      ""user:admin@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:admin@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/logging.viewer"",\n    ""members"": [\n      ""user:user@example.com""\n    ]\n  }\n]"  
"Create a policy binding that grants the role of BigQuery Data Editor to several users with emails user1@example.com user2@example.com and user3@example.com","""bindings"": [\n  {\n    ""role"": ""roles/bigquery.dataEditor"",\n    ""members"": [\n      ""user:user1@example.com"",\n      ""user:user2@example.com"",\n      ""user:user3@example.com""\n    ]\n  }\n]"  
"Generate a policy binding that assigns the roles of Cloud Run Admin and Service Account User to the service account service@myproject.iam.gserviceaccount.com","""bindings"": [\n  {\n    ""role"": ""roles/run.admin"",\n    ""members"": [\n      ""serviceAccount:service@myproject.iam.gserviceaccount.com""\n    ]\n  },\n  {\n    ""role"": ""roles/iam.serviceAccountUser"",\n    ""members"": [\n      ""serviceAccount:service@myproject.iam.gserviceaccount.com""\n    ]\n  }\n]"
"Create a policy binding that gives the data analyst role to my team member Alice and the project viewer role to the entire analytics group","""bindings"": [\n  {\n    ""role"": ""roles/bigquery.dataAnalyst"",\n    ""members"": [\n      ""user:alice@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""group:analytics-team@example.com""\n    ]\n  }\n]"
"Create a policy binding to assign the Viewer role to the user with the email user@example.com and the Editor role to the group with the email devs@example.com.","""bindings"": [\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:user@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""group:devs@example.com""\n    ]\n  }\n]"
"Create a policy binding to assign the roles of Viewer and Editor to the user with the email user@example.com","""bindings"": [\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:user@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""user:user@example.com""\n    ]\n  }\n]"
"Create a policy binding to grant the Editor role to the email user@example.com and the Viewer role to the group group@example.com.","""bindings"": [\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""user:user@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""group:group@example.com""\n    ]\n  }\n]"
"Create a policy binding to assign the Viewer role to the user with the email user@example.com and the Editor role to the group with the email group@example.com.","""bindings"": [\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:user@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""group:group@example.com""\n    ]\n  }\n]"
"Create a policy binding that assigns the Viewer role to the user with the email address user@example.com and the Editor role to the group support@example.com.","""bindings"": [\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:user@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""group:support@example.com""\n    ]\n  }\n]"
"Create a policy binding that assigns the Viewer role to the user with the email user@example.com and the Editor role to the group with the email group@example.com.","""bindings"": [\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:user@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""group:group@example.com""\n    ]\n  }\n]"
"Create a policy binding to allow the user alice@example.com to view and edit BigQuery datasets and to allow the user bob@example.com to manage storage buckets.","""bindings"": [\n  {\n    ""role"": ""roles/bigquery.dataEditor"",\n    ""members"": [\n      ""user:alice@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/bigquery.dataViewer"",\n    ""members"": [\n      ""user:alice@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/storage.admin"",\n    ""members"": [\n      ""user:bob@example.com""\n    ]\n  }\n]"
"Create a policy binding to allow two developers to have editor access in the project","""bindings"": [\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""user:developer1@example.com"",\n      ""user:developer2@example.com""\n    ]\n  }\n]"
"Create a policy binding to give the user alice@example.com the roles of viewer and editor on the project.","""bindings"": [\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:alice@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""user:alice@example.com""\n    ]\n  }\n]"
"Generate a policy binding that will grant the role of Viewer to the user john.doe@example.com and the role of Editor to the group dev-team@example.com","""bindings"": [\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:john.doe@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""group:dev-team@example.com""\n    ]\n  }\n]"
"Create a policy binding that grants the editor role to user1@example.com and the viewer role to user2@example.com","""bindings"": [\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""user:user1@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:user2@example.com""\n    ]\n  }\n]"
"Generate a policy binding that will grant the role of viewer to the user with the email user@example.com","""bindings"": [\n  {\n    ""role"": ""roles/viewer"",\n    ""members"": [\n      ""user:user@example.com""\n    ]\n  }\n]"  
"Create a policy that allows the group developers@example.com to have the roles of editor and storage admin","""bindings"": [\n  {\n    ""role"": ""roles/editor"",\n    ""members"": [\n      ""group:developers@example.com""\n    ]\n  },\n  {\n    ""role"": ""roles/storage.admin"",\n    ""members"": [\n      ""group:developers@example.com""\n    ]\n  }\n]"  
"Set a policy binding to give the service account service@myproject.iam.gserviceaccount.com the role of bigquery data owner and the user admin@example.com the role of bigquery user","""bindings"": [\n  {\n    ""role"": ""roles/bigquery.dataOwner"",\n    ""members"": [\n      ""serviceAccount:service@myproject.iam.gserviceaccount.com""\n    ]\n  },\n  {\n    ""role"": ""roles/bigquery.user"",\n    ""members"": [\n      ""user:admin@example.com""\n    ]\n  }\n]"  
